nr;# t;Date;Time;No.;ML;Temp.;PAR;F;Fm;Y(II);ETR
365;3828343884;23.04.2021;12:51:24;Spi_F_13;4;0;0;0.332;0.815;0.593;
367;3828343915;23.04.2021;12:51:55;Pve_A_13;4;0;0;0.279;0.836;0.666;
368;3828343919;23.04.2021;12:51:59;Pve_A_13;4;0;0;0.285;0.808;0.647;
369;3828343925;23.04.2021;12:52:05;Pve_A_13;4;0;0;0.243;0.613;0.604;
371;3828343938;23.04.2021;12:52:18;Pve_B_13;4;0;0;0.211;0.685;0.692;
372;3828343942;23.04.2021;12:52:22;Pve_B_13;4;0;0;0.157;0.423;0.629;
373;3828343947;23.04.2021;12:52:27;Pve_B_13;4;0;0;0.327;0.883;0.63;
375;3828343966;23.04.2021;12:52:46;Pve_C_13;4;0;0;0.202;0.504;0.599;
376;3828343973;23.04.2021;12:52:53;Pve_C_13;4;0;0;0.234;0.689;0.66;
377;3828343978;23.04.2021;12:52:58;Pve_C_13;4;0;0;0.294;0.871;0.662;
379;3828343991;23.04.2021;12:53:11;Pve_D_13;4;0;0;0.243;0.639;0.62;
380;3828343995;23.04.2021;12:53:15;Pve_D_13;4;0;0;0.212;0.534;0.603;
381;3828344001;23.04.2021;12:53:21;Pve_D_13;4;0;0;0.221;0.456;0.515;
383;3828344017;23.04.2021;12:53:37;Pve_E_13;4;0;0;0.183;0.46;0.602;
384;3828344022;23.04.2021;12:53:42;Pve_E_13;4;0;0;0.267;0.774;0.655;
385;3828344027;23.04.2021;12:53:47;Pve_E_13;4;0;0;0.196;0.491;0.601;
387;3828344040;23.04.2021;12:54:00;Pve_F_13;4;0;0;0.208;0.486;0.572;
388;3828344044;23.04.2021;12:54:04;Pve_F_13;4;0;0;0.226;0.551;0.59;
389;3828344050;23.04.2021;12:54:10;Pve_F_13;4;0;0;0.223;0.532;0.581;
391;3828344100;23.04.2021;12:55:00;Spi_A_14;4;0;0;0.34;0.524;0.351;
392;3828344106;23.04.2021;12:55:06;Spi_A_14;4;0;0;0.326;0.7;0.534;
393;3828344110;23.04.2021;12:55:10;Spi_A_14;4;0;0;0.237;0.503;0.529;
395;3828344120;23.04.2021;12:55:20;Spi_B_14;4;0;0;0.334;0.864;0.613;
396;3828344123;23.04.2021;12:55:23;Spi_B_14;4;0;0;0.451;0.88;0.487;
397;3828344128;23.04.2021;12:55:28;Spi_B_14;4;0;0;0.41;0.862;0.524;
399;3828344137;23.04.2021;12:55:37;Spi_C_14;4;0;0;0.322;0.757;0.575;
400;3828344141;23.04.2021;12:55:41;Spi_C_14;4;0;0;0.331;0.746;0.556;
401;3828344147;23.04.2021;12:55:47;Spi_C_14;4;0;0;0.517;0.974;0.469;
403;3828344158;23.04.2021;12:55:58;Spi_D_14;4;0;0;0.233;0.549;0.576;
404;3828344164;23.04.2021;12:56:04;Spi_D_14;4;0;0;0.192;0.38;0.495;
405;3828344169;23.04.2021;12:56:09;Spi_D_14;4;0;0;0.304;0.69;0.559;
407;3828344182;23.04.2021;12:56:22;Spi_E_14;4;0;0;0.259;0.652;0.603;
408;3828344188;23.04.2021;12:56:28;Spi_E_14;4;0;0;0.269;0.626;0.57;
409;3828344193;23.04.2021;12:56:33;Spi_E_14;4;0;0;0.246;0.583;0.578;
411;3828344204;23.04.2021;12:56:44;Spi_F_14;4;0;0;0.342;0.815;0.58;
412;3828344208;23.04.2021;12:56:48;Spi_F_14;4;0;0;0.339;0.784;0.568;
413;3828344213;23.04.2021;12:56:53;Spi_F_14;4;0;0;0.43;0.922;0.534;
415;3828344247;23.04.2021;12:57:27;Pve_A_14;4;0;0;0.276;0.707;0.61;
416;3828344250;23.04.2021;12:57:30;Pve_A_14;4;0;0;0.329;0.847;0.612;
417;3828344254;23.04.2021;12:57:34;Pve_A_14;4;0;0;0.358;0.634;0.435;
419;3828344264;23.04.2021;12:57:44;Pve_B_14;4;0;0;0.334;0.705;0.526;
420;3828344268;23.04.2021;12:57:48;Pve_B_14;4;0;0;0.363;0.802;0.547;
421;3828344274;23.04.2021;12:57:54;Pve_B_14;4;0;0;0.233;0.467;0.501;
423;3828344284;23.04.2021;12:58:04;Pve_C_14;4;0;0;0.355;0.807;0.56;
424;3828344288;23.04.2021;12:58:08;Pve_C_14;4;0;0;0.368;0.986;0.627;
425;3828344293;23.04.2021;12:58:13;Pve_C_14;4;0;0;0.309;0.788;0.608;
427;3828344319;23.04.2021;12:58:39;Pve_D_14;4;0;0;0.392;0.877;0.553;
428;3828344324;23.04.2021;12:58:44;Pve_D_14;4;0;0;0.341;0.808;0.578;
429;3828344330;23.04.2021;12:58:50;Pve_D_14;4;0;0;0.327;0.709;0.539;
431;3828344345;23.04.2021;12:59:05;Pve_E_14;4;0;0;0.306;0.808;0.621;
432;3828344357;23.04.2021;12:59:17;Pve_E_14;4;0;0;0.16;0.341;0.531;
433;3828344363;23.04.2021;12:59:23;Pve_E_14;4;0;0;0.292;0.75;0.611;
435;3828344372;23.04.2021;12:59:32;Pve_F_14;4;0;0;0.198;0.478;0.586;
436;3828344378;23.04.2021;12:59:38;Pve_F_14;4;0;0;0.193;0.415;0.535;
437;3828344385;23.04.2021;12:59:45;Pve_F_14;4;0;0;0.228;0.527;0.567;
439;3828344425;23.04.2021;13:00:25;Spi_A_15;4;0;0;0.322;0.656;0.509;
440;3828344435;23.04.2021;13:00:35;Spi_A_15;4;0;0;0.214;0.475;0.549;
441;3828344440;23.04.2021;13:00:40;Spi_A_15;4;0;0;0.264;0.583;0.547;
443;3828344450;23.04.2021;13:00:50;Spi_B_15;4;0;0;0.402;0.975;0.588;
444;3828344454;23.04.2021;13:00:54;Spi_B_15;4;0;0;0.313;0.797;0.607;
445;3828344459;23.04.2021;13:00:59;Spi_B_15;4;0;0;0.342;0.827;0.586;
447;3828344554;23.04.2021;13:02:34;Spi_C_15;4;0;0;0.301;0.728;0.587;
448;3828344559;23.04.2021;13:02:39;Spi_C_15;4;0;0;0.326;0.747;0.564;
449;3828344565;23.04.2021;13:02:45;Spi_C_15;4;0;0;0.363;0.876;0.586;
451;3828344580;23.04.2021;13:03:00;Spi_D_15;4;0;0;0.23;0.475;0.516;
452;3828344586;23.04.2021;13:03:06;Spi_D_15;4;0;0;0.23;0.452;0.491;
453;3828344592;23.04.2021;13:03:12;Spi_D_15;4;0;0;0.296;0.572;0.483;
455;3828344601;23.04.2021;13:03:21;Spi_E_15;4;0;0;0.321;0.618;0.481;
456;3828344606;23.04.2021;13:03:26;Spi_E_15;4;0;0;0.242;0.56;0.568;
457;3828344612;23.04.2021;13:03:32;Spi_E_15;4;0;0;0.351;0.845;0.585;
459;3828344627;23.04.2021;13:03:47;Spi_F_15;4;0;0;0.373;0.919;0.594;
460;3828344633;23.04.2021;13:03:53;Spi_F_15;4;0;0;0.314;0.705;0.555;
461;3828344638;23.04.2021;13:03:58;Spi_F_15;4;0;0;0.146;0.332;0.56;
463;3828344671;23.04.2021;13:04:31;Pve_A_15;4;0;0;0.274;0.524;0.477;
464;3828344675;23.04.2021;13:04:35;Pve_A_15;4;0;0;0.332;0.857;0.613;
465;3828344681;23.04.2021;13:04:41;Pve_A_15;4;0;0;0.287;0.741;0.613;
467;3828344694;23.04.2021;13:04:54;Pve_B_15;4;0;0;0.444;0.871;0.49;
468;3828344699;23.04.2021;13:04:59;Pve_B_15;4;0;0;0.222;0.573;0.613;
469;3828344704;23.04.2021;13:05:04;Pve_B_15;4;0;0;0.402;0.897;0.552;
471;3828344713;23.04.2021;13:05:13;Pve_C_15;4;0;0;0.342;0.727;0.53;
472;3828344719;23.04.2021;13:05:19;Pve_C_15;4;0;0;0.329;0.897;0.633;
473;3828344725;23.04.2021;13:05:25;Pve_C_15;4;0;0;0.27;0.644;0.581;
475;3828344735;23.04.2021;13:05:35;Pve_D_15;4;0;0;0.326;0.76;0.571;
476;3828344740;23.04.2021;13:05:40;Pve_D_15;4;0;0;0.222;0.512;0.566;
477;3828344745;23.04.2021;13:05:45;Pve_D_15;4;0;0;0.396;0.875;0.547;
479;3828344757;23.04.2021;13:05:57;Pve_E_15;4;0;0;0.308;0.765;0.597;
480;3828344762;23.04.2021;13:06:02;Pve_E_15;4;0;0;0.238;0.631;0.623;
481;3828344769;23.04.2021;13:06:09;Pve_E_15;4;0;0;0.36;0.889;0.595;
483;3828344780;23.04.2021;13:06:20;Pve_F_15;4;0;0;0.319;0.747;0.573;
484;3828344784;23.04.2021;13:06:24;Pve_F_15;4;0;0;0.23;0.524;0.561;
485;3828344792;23.04.2021;13:06:32;Pve_F_15;4;0;0;0.257;0.54;0.524;
488;3828258018;22.04.2021;13:00:18;Spi_A_6;4;0;0;0.281;0.677;0.585;
489;3828258022;22.04.2021;13:00:22;Spi_A_6;4;0;0;0.32;0.74;0.568;
490;3828258032;22.04.2021;13:00:32;Spi_A_6;4;0;0;0.177;0.43;0.588;
492;3828258043;22.04.2021;13:00:43;Spi_B_6;4;0;0;0.285;0.744;0.617;
493;3828258051;22.04.2021;13:00:51;Spi_B_6;4;0;0;0.244;0.63;0.613;
494;3828258060;22.04.2021;13:01:00;Spi_B_6;4;0;0;0.167;0.463;0.639;
496;3828258074;22.04.2021;13:01:14;Spi_C_6;4;0;0;0.332;0.838;0.604;
497;3828258079;22.04.2021;13:01:19;Spi_C_6;4;0;0;0.198;0.535;0.63;
498;3828258092;22.04.2021;13:01:32;Spi_C_6;4;0;0;0.253;0.665;0.62;
500;3828258113;22.04.2021;13:01:53;Spi_D_6;4;0;0;0.162;0.426;0.62;
501;3828258121;22.04.2021;13:02:01;Spi_D_6;4;0;0;0.426;1.008;0.577;
502;3828258126;22.04.2021;13:02:06;Spi_D_6;4;0;0;0.214;0.443;0.517;
504;3828258154;22.04.2021;13:02:34;Spi_E_6;4;0;0;0.257;0.664;0.613;
505;3828258159;22.04.2021;13:02:39;Spi_E_6;4;0;0;0.295;0.737;0.6;
506;3828258168;22.04.2021;13:02:48;Spi_E_6;4;0;0;0.261;0.541;0.518;
508;3828258187;22.04.2021;13:03:07;Spi_F_6;4;0;0;0.264;0.655;0.597;
509;3828258192;22.04.2021;13:03:12;Spi_F_6;4;0;0;0.199;0.48;0.585;
510;3828258201;22.04.2021;13:03:21;Spi_F_6;4;0;0;0.204;0.498;0.59;
512;3828258245;22.04.2021;13:04:05;Pve_A_6;4;0;0;0.162;0.46;0.648;
513;3828258250;22.04.2021;13:04:10;Pve_A_6;4;0;0;0.267;0.786;0.66;
514;3828258257;22.04.2021;13:04:17;Pve_A_6;4;0;0;0.286;0.848;0.663;
516;3828258272;22.04.2021;13:04:32;Pve_B_6;4;0;0;0.231;0.691;0.666;
517;3828258277;22.04.2021;13:04:37;Pve_B_6;4;0;0;0.281;0.865;0.675;
518;3828258287;22.04.2021;13:04:47;Pve_B_6;4;0;0;0.167;0.483;0.654;
520;3828258301;22.04.2021;13:05:01;Pve_C_6;4;0;0;0.347;0.836;0.585;
521;3828258309;22.04.2021;13:05:09;Pve_C_6;4;0;0;0.231;0.667;0.654;
522;3828258315;22.04.2021;13:05:15;Pve_C_6;4;0;0;0.284;0.824;0.655;
524;3828258343;22.04.2021;13:05:43;Pve_D_6;4;0;0;0.198;0.372;0.468;
525;3828258348;22.04.2021;13:05:48;Pve_D_6;4;0;0;0.29;0.679;0.573;
526;3828258354;22.04.2021;13:05:54;Pve_D_6;4;0;0;0.266;0.669;0.602;
528;3828258365;22.04.2021;13:06:05;Pve_E_6;4;0;0;0.208;0.587;0.646;
529;3828258370;22.04.2021;13:06:10;Pve_E_6;4;0;0;0.22;0.634;0.653;
530;3828258379;22.04.2021;13:06:19;Pve_E_6;4;0;0;0.164;0.442;0.629;
532;3828258400;22.04.2021;13:06:40;Pve_F_6;4;0;0;0.216;0.482;0.552;
533;3828258408;22.04.2021;13:06:48;Pve_F_6;4;0;0;0.208;0.477;0.564;
534;3828258417;22.04.2021;13:06:57;Pve_F_6;4;0;0;0.193;0.445;0.566;
536;3828258525;22.04.2021;13:08:45;Spi_A_7;4;0;0;0.349;0.832;0.581;
537;3828258531;22.04.2021;13:08:51;Spi_A_7;4;0;0;0.283;0.643;0.56;
538;3828258540;22.04.2021;13:09:00;Spi_A_7;4;0;0;0.274;0.63;0.565;
540;3828258551;22.04.2021;13:09:11;Spi_B_7;4;0;0;0.275;0.594;0.537;
541;3828258556;22.04.2021;13:09:16;Spi_B_7;4;0;0;0.239;0.6;0.602;
542;3828258569;22.04.2021;13:09:29;Spi_B_7;4;0;0;0.252;0.63;0.6;
544;3828258610;22.04.2021;13:10:10;Spi_C_7;4;0;0;0.269;0.674;0.601;
545;3828258615;22.04.2021;13:10:15;Spi_C_7;4;0;0;0.231;0.589;0.608;
546;3828258621;22.04.2021;13:10:21;Spi_C_7;4;0;0;0.264;0.692;0.618;
548;3828258634;22.04.2021;13:10:34;Spi_D_7;4;0;0;0.205;0.486;0.578;
549;3828258640;22.04.2021;13:10:40;Spi_D_7;4;0;0;0.466;0.996;0.532;
550;3828258646;22.04.2021;13:10:46;Spi_D_7;4;0;0;0.318;0.748;0.575;
552;3828258658;22.04.2021;13:10:58;Spi_E_7;4;0;0;0.294;0.721;0.592;
553;3828258663;22.04.2021;13:11:03;Spi_E_7;4;0;0;0.224;0.568;0.606;
554;3828258671;22.04.2021;13:11:11;Spi_E_7;4;0;0;0.252;0.622;0.595;
556;3828258687;22.04.2021;13:11:27;Spi_F_7;4;0;0;0.278;0.701;0.603;
557;3828258692;22.04.2021;13:11:32;Spi_F_7;4;0;0;0.257;0.617;0.583;
558;3828258698;22.04.2021;13:11:38;Spi_F_7;4;0;0;0.267;0.567;0.529;
560;3828258748;22.04.2021;13:12:28;Pve_A_7;4;0;0;0.213;0.675;0.684;
561;3828258753;22.04.2021;13:12:33;Pve_A_7;4;0;0;0.211;0.676;0.688;
562;3828258759;22.04.2021;13:12:39;Pve_A_7;4;0;0;0.255;0.769;0.668;
564;3828258777;22.04.2021;13:12:57;Pve_B_7;4;0;0;0.28;0.845;0.669;
565;3828258782;22.04.2021;13:13:02;Pve_B_7;4;0;0;0.225;0.682;0.67;
566;3828258789;22.04.2021;13:13:09;Pve_B_7;4;0;0;0.209;0.679;0.692;
568;3828258808;22.04.2021;13:13:28;Pve_C_7;4;0;0;0.224;0.659;0.66;
569;3828258813;22.04.2021;13:13:33;Pve_C_7;4;0;0;0.289;0.874;0.669;
570;3828258816;22.04.2021;13:13:36;Pve_C_7;4;0;0;0.211;0.734;0.713;
572;3828258847;22.04.2021;13:14:07;Pve_D_7;4;0;0;0.222;0.629;0.647;
573;3828258853;22.04.2021;13:14:13;Pve_D_7;4;0;0;0.308;0.791;0.611;
574;3828258860;22.04.2021;13:14:20;Pve_D_7;4;0;0;0.282;0.645;0.563;
576;3828258878;22.04.2021;13:14:38;Pve_E_7;4;0;0;0.177;0.558;0.683;
577;3828258885;22.04.2021;13:14:45;Pve_E_7;4;0;0;0.2;0.636;0.686;
578;3828258892;22.04.2021;13:14:52;Pve_E_7;4;0;0;0.177;0.542;0.673;
580;3828258941;22.04.2021;13:15:41;Pve_F_7;4;0;0;0.181;0.434;0.583;
581;3828258948;22.04.2021;13:15:48;Pve_F_7;4;0;0;0.296;0.698;0.576;
582;3828258955;22.04.2021;13:15:55;Pve_F_7;4;0;0;0.231;0.566;0.592;
584;3828259000;22.04.2021;13:16:40;Spi_A_8;4;0;0;0.314;0.759;0.586;
585;3828259005;22.04.2021;13:16:45;Spi_A_8;4;0;0;0.335;0.815;0.589;
586;3828259010;22.04.2021;13:16:50;Spi_A_8;4;0;0;0.313;0.712;0.56;
588;3828259023;22.04.2021;13:17:03;Spi_B_8;4;0;0;0.344;0.885;0.611;
589;3828259029;22.04.2021;13:17:09;Spi_B_8;4;0;0;0.217;0.546;0.603;
590;3828259037;22.04.2021;13:17:17;Spi_B_8;4;0;0;0.323;0.78;0.586;
592;3828259070;22.04.2021;13:17:50;Spi_C_8;4;0;0;0.313;0.719;0.565;
593;3828259075;22.04.2021;13:17:55;Spi_C_8;4;0;0;0.192;0.457;0.58;
594;3828259081;22.04.2021;13:18:01;Spi_C_8;4;0;0;0.26;0.55;0.527;
596;3828259096;22.04.2021;13:18:16;Spi_D_8;4;0;0;0.168;0.345;0.513;
597;3828259104;22.04.2021;13:18:24;Spi_D_8;4;0;0;0.196;0.385;0.491;
598;3828259116;22.04.2021;13:18:36;Spi_D_8;4;0;0;0.179;0.412;0.566;
600;3828259128;22.04.2021;13:18:48;Spi_E_8;4;0;0;0.328;0.79;0.585;
601;3828259134;22.04.2021;13:18:54;Spi_E_8;4;0;0;0.283;0.701;0.596;
602;3828259140;22.04.2021;13:19:00;Spi_E_8;4;0;0;0.231;0.522;0.557;
604;3828259154;22.04.2021;13:19:14;Spi_F_8;4;0;0;0.235;0.578;0.593;
605;3828259159;22.04.2021;13:19:19;Spi_F_8;4;0;0;0.133;0.288;0.538;
606;3828259168;22.04.2021;13:19:28;Spi_F_8;4;0;0;0.209;0.493;0.576;
608;3828259205;22.04.2021;13:20:05;Pve_A_8;4;0;0;0.302;0.68;0.556;
609;3828259211;22.04.2021;13:20:11;Pve_A_8;4;0;0;0.214;0.491;0.564;
610;3828259215;22.04.2021;13:20:15;Pve_A_8;4;0;0;0.4;1.103;0.637;
612;3828259226;22.04.2021;13:20:26;Pve_B_8;4;0;0;0.285;0.752;0.621;
613;3828259234;22.04.2021;13:20:34;Pve_B_8;4;0;0;0.151;0.408;0.63;
614;3828259241;22.04.2021;13:20:41;Pve_B_8;4;0;0;0.219;0.491;0.554;
616;3828259251;22.04.2021;13:20:51;Pve_C_8;4;0;0;0.273;0.728;0.625;
617;3828259257;22.04.2021;13:20:57;Pve_C_8;4;0;0;0.331;0.972;0.659;
618;3828259262;22.04.2021;13:21:02;Pve_C_8;4;0;0;0.264;0.508;0.48;
620;3828259272;22.04.2021;13:21:12;Pve_D_8;4;0;0;0.316;0.756;0.582;
621;3828259277;22.04.2021;13:21:17;Pve_D_8;4;0;0;0.309;0.758;0.592;
622;3828259285;22.04.2021;13:21:25;Pve_D_8;4;0;0;0.278;0.434;0.359;
624;3828259303;22.04.2021;13:21:43;Pve_E_8;4;0;0;0.233;0.639;0.635;
625;3828259309;22.04.2021;13:21:49;Pve_E_8;4;0;0;0.311;0.899;0.654;
626;3828259316;22.04.2021;13:21:56;Pve_E_8;4;0;0;0.248;0.594;0.582;
628;3828259328;22.04.2021;13:22:08;Pve_F_8;4;0;0;0.239;0.567;0.578;
629;3828259334;22.04.2021;13:22:14;Pve_F_8;4;0;0;0.263;0.61;0.569;
630;3828259341;22.04.2021;13:22:21;Pve_F_8;4;0;0;0.232;0.514;0.549;
632;3828259418;22.04.2021;13:23:38;Spi_A_9;4;0;0;0.363;0.678;0.465;
633;3828259422;22.04.2021;13:23:42;Spi_A_9;4;0;0;0.234;0.434;0.461;
634;3828259428;22.04.2021;13:23:48;Spi_A_9;4;0;0;0.313;0.628;0.502;
636;3828259439;22.04.2021;13:23:59;Spi_B_9;4;0;0;0.327;0.747;0.562;
637;3828259444;22.04.2021;13:24:04;Spi_B_9;4;0;0;0.169;0.354;0.523;
638;3828259450;22.04.2021;13:24:10;Spi_B_9;4;0;0;0.332;0.743;0.553;
640;3828259460;22.04.2021;13:24:20;Spi_C_9;4;0;0;0.356;0.873;0.592;
641;3828259466;22.04.2021;13:24:26;Spi_C_9;4;0;0;0.405;0.937;0.568;
642;3828259470;22.04.2021;13:24:30;Spi_C_9;4;0;0;0.407;0.989;0.588;
644;3828259482;22.04.2021;13:24:42;Spi_D_9;4;0;0;0.207;0.442;0.532;
645;3828259488;22.04.2021;13:24:48;Spi_D_9;4;0;0;0.194;0.403;0.519;
646;3828259494;22.04.2021;13:24:54;Spi_D_9;4;0;0;0.213;0.487;0.563;
648;3828259506;22.04.2021;13:25:06;Spi_E_9;4;0;0;0.318;0.778;0.591;
649;3828259513;22.04.2021;13:25:13;Spi_E_9;4;0;0;0.31;0.652;0.525;
650;3828259518;22.04.2021;13:25:18;Spi_E_9;4;0;0;0.353;0.692;0.49;
652;3828259528;22.04.2021;13:25:28;Spi_F_9;4;0;0;0.269;0.579;0.535;
653;3828259532;22.04.2021;13:25:32;Spi_F_9;4;0;0;0.334;0.771;0.567;
654;3828259541;22.04.2021;13:25:41;Spi_F_9;4;0;0;0.311;0.748;0.584;
656;3828259577;22.04.2021;13:26:17;Pve_A_9;4;0;0;0.32;0.905;0.646;
657;3828259583;22.04.2021;13:26:23;Pve_A_9;4;0;0;0.302;0.811;0.628;
658;3828259588;22.04.2021;13:26:28;Pve_A_9;4;0;0;0.251;0.483;0.48;
660;3828259598;22.04.2021;13:26:38;Pve_B_9;4;0;0;0.265;0.708;0.626;
661;3828259603;22.04.2021;13:26:43;Pve_B_9;4;0;0;0.252;0.707;0.644;
662;3828259608;22.04.2021;13:26:48;Pve_B_9;4;0;0;0.294;0.587;0.499;
664;3828259620;22.04.2021;13:27:00;Pve_C_9;4;0;0;0.211;0.594;0.645;
665;3828259624;22.04.2021;13:27:04;Pve_C_9;4;0;0;0.246;0.657;0.626;
666;3828259632;22.04.2021;13:27:12;Pve_C_9;4;0;0;0.186;0.398;0.533;
668;3828259651;22.04.2021;13:27:31;Pve_D_9;4;0;0;0.352;0.868;0.594;
669;3828259656;22.04.2021;13:27:36;Pve_D_9;4;0;0;0.426;1.065;0.6;
670;3828259664;22.04.2021;13:27:44;Pve_D_9;4;0;0;0.253;0.459;0.449;
672;3828259679;22.04.2021;13:27:59;Pve_E_9;4;0;0;0.143;0.346;0.587;
673;3828259685;22.04.2021;13:28:05;Pve_E_9;4;0;0;0.301;0.909;0.669;
674;3828259691;22.04.2021;13:28:11;Pve_E_9;4;0;0;0.166;0.485;0.658;
676;3828259703;22.04.2021;13:28:23;Pve_F_9;4;0;0;0.261;0.636;0.59;
677;3828259708;22.04.2021;13:28:28;Pve_F_9;4;0;0;0.337;0.775;0.565;
678;3828259714;22.04.2021;13:28:34;Pve_F_9;4;0;0;0.332;0.794;0.582;
680;3828259788;22.04.2021;13:29:48;Spi_A_10;4;0;0;0.348;0.793;0.561;
681;3828259794;22.04.2021;13:29:54;Spi_A_10;4;0;0;0.233;0.53;0.56;
682;3828259801;22.04.2021;13:30:01;Spi_A_10;4;0;0;0.275;0.596;0.539;
684;3828259812;22.04.2021;13:30:12;Spi_B_10;4;0;0;0.315;0.71;0.556;
685;3828259818;22.04.2021;13:30:18;Spi_B_10;4;0;0;0.334;0.866;0.614;
686;3828259825;22.04.2021;13:30:25;Spi_B_10;4;0;0;0.264;0.576;0.542;
688;3828259848;22.04.2021;13:30:48;Spi_C_10;4;0;0;0.318;0.776;0.59;
689;3828259854;22.04.2021;13:30:54;Spi_C_10;4;0;0;0.283;0.7;0.596;
690;3828259861;22.04.2021;13:31:01;Spi_C_10;4;0;0;0.338;0.825;0.59;
692;3828259883;22.04.2021;13:31:23;Spi_D_10;4;0;0;0.086;0.166;0.482;
693;3828259893;22.04.2021;13:31:33;Spi_D_10;4;0;0;0.138;0.283;0.512;
694;3828259904;22.04.2021;13:31:44;Spi_D_10;4;0;0;0.19;0.428;0.556;
696;3828259923;22.04.2021;13:32:03;Spi_E_10;4;0;0;0.27;0.582;0.536;
697;3828259928;22.04.2021;13:32:08;Spi_E_10;4;0;0;0.288;0.653;0.559;
698;3828259934;22.04.2021;13:32:14;Spi_E_10;4;0;0;0.396;1.014;0.609;
700;3828259947;22.04.2021;13:32:27;Spi_F_10;4;0;0;0.259;0.601;0.569;
701;3828259955;22.04.2021;13:32:35;Spi_F_10;4;0;0;0.254;0.598;0.575;
702;3828259965;22.04.2021;13:32:45;Spi_F_10;4;0;0;0.237;0.565;0.581;
704;3828260010;22.04.2021;13:33:30;Pve_A_10;4;0;0;0.291;0.824;0.647;
705;3828260017;22.04.2021;13:33:37;Pve_A_10;4;0;0;0.221;0.647;0.658;
706;3828260024;22.04.2021;13:33:44;Pve_A_10;4;0;0;0.236;0.655;0.64;
708;3828260035;22.04.2021;13:33:55;Pve_B_10;4;0;0;0.262;0.687;0.619;
709;3828260040;22.04.2021;13:34:00;Pve_B_10;4;0;0;0.295;0.818;0.639;
710;3828260047;22.04.2021;13:34:07;Pve_B_10;4;0;0;0.278;0.729;0.619;
712;3828260063;22.04.2021;13:34:23;Pve_C_10;4;0;0;0.31;0.713;0.565;
713;3828260069;22.04.2021;13:34:29;Pve_C_10;4;0;0;0.349;0.828;0.579;
714;3828260075;22.04.2021;13:34:35;Pve_C_10;4;0;0;0.287;0.812;0.647;
716;3828260098;22.04.2021;13:34:58;Pve_D_10;4;0;0;0.353;0.87;0.594;
717;3828260104;22.04.2021;13:35:04;Pve_D_10;4;0;0;0.275;0.67;0.59;
718;3828260119;22.04.2021;13:35:19;Pve_D_10;4;0;0;0.245;0.489;0.499;
720;3828260138;22.04.2021;13:35:38;Pve_E_10;4;0;0;0.2;0.516;0.612;
721;3828260147;22.04.2021;13:35:47;Pve_E_10;4;0;0;0.309;0.831;0.628;
722;3828260153;22.04.2021;13:35:53;Pve_E_10;4;0;0;0.324;0.895;0.638;
724;3828260164;22.04.2021;13:36:04;Pve_F_10;4;0;0;0.293;0.678;0.568;
725;3828260168;22.04.2021;13:36:08;Pve_F_10;4;0;0;0.22;0.491;0.552;
726;3828260196;22.04.2021;13:36:36;Pve_F_10;4;0;0;0.23;0.554;0.585;
